ME	event	geneName	geneID	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	lengthDiff	mes3	mes5	conservation	neural_high_pred
chr9_+_65702856_65702866	putative_microexon_000172061	CBWD5	ENSG00000147996	chr9	+	65698562	65702856	65702867	65720040	10	8.44129968873513	6.571366794511985	0.3126629215960778	0.016798345
chr7_-_14694752_14694756	putative_microexon_000911684	DGKB	ENSG00000136267	chr7	-	14694757	14698094	14694195	14694752	4	3.674896873160125	8.394912539714692	0.0665229885978089	0.00038457554
chr2_-_63303382_63303388	putative_microexon_000891184	WDPCP	ENSG00000143951	chr2	-	63303389	63313247	63174833	63303382	6	4.622837448073945	9.064092334218765	0.0692413794947253	0.00017840546
chr18_+_79375382_79375393	putative_microexon_000165899	ATP9B	ENSG00000166377	chr18	+	79277197	79375382	79375394	79377889	11	0.20595964740130998	8.726968498338673	0.31883240298448684	0.07890299
chr10_-_116978166_116978192	putative_microexon_000168271	SHTN1	ENSG00000187164	chr10	-	116978193	117048444	116968713	116978166	26	5.095194380152252	11.013448855939625	0.31645360847541426	0.014562441
chr10_+_91945512_91945521	putative_microexon_000219999	BTAF1	ENSG00000095564	chr10	+	91942569	91945512	91945522	91951402	9	5.808052189052748	8.311550650987137	0.27193785378299024	0.04163701
chr8_+_70729104_70729107	putative_microexon_000223316	XKR9	ENSG00000221947	chr8	+	70707154	70729104	70729108	70733795	3	1.8979722752162198	5.062237621974882	0.269425289259806	0.0005506972
chr7_-_107543286_107543309	putative_microexon_000372969	COG5	ENSG00000164597	chr7	-	107543310	107548110	107527358	107543286	23	5.971115962514635	9.428638747339246	0.18925654483381268	0.05527568
chr12_+_133083312_133083316	putative_microexon_000375362	ZNF140	ENSG00000196387	chr12	+	133081073	133083312	133083317	133083486	4	1.6301839431762417	8.977968008841875	0.18826436846859582	0.0007370899
chr17_-_30786993_30786998	putative_microexon_000376093	CRLF3	ENSG00000176390	chr17	-	30786999	30792439	30786032	30786993	5	0.9684109879957374	6.344666750486235	0.1879770116266345	0.00065109256
chr18_-_6377122_6377126	putative_microexon_001710291	L3MBTL4	ENSG00000154655	chr18	-	6377127	6415000	6312057	6377122	4	0.44039445646269293	7.441521981612196	0.007896551809503815	0.0003603909
chr16_+_7592451_7592455	putative_microexon_001711097	RBFOX1	ENSG00000078328	chr16	+	7518390	7592451	7592456	7597370	4	0.11306053437794886	9.252724790033781	0.007867816105704412	0.00033117726
chr2_+_137481189_137481195	putative_microexon_001387412	THSD7B	ENSG00000144229	chr2	+	137451024	137481189	137481196	137563220	6	4.409223824640959	7.514162952634297	0.023235632296003957	0.0034925714
chr2_+_172950063_172950078	putative_microexon_001362771	RAPGEF4	ENSG00000091428	chr2	+	172922301	172950063	172950079	172961121	15	8.126822515120555	8.022881776791067	0.024726776030204702	0.005260997
chr20_-_42201580_42201589	putative_microexon_001654029	PTPRT	ENSG00000196090	chr20	-	42201590	42248686	42199389	42201580	9	2.182738944885075	6.8443564332105264	0.010096045220823233	0.0018804845
chr6_-_111864021_111864024	putative_microexon_001606683	FYN	ENSG00000010810	chr6	-	111864025	111872967	111720063	111864021	3	2.4801367297981476	6.233342093419161	0.01206896553048864	6.9099886e-05
chr5_+_7793337_7793340	putative_microexon_001507415	ADCY2	ENSG00000078295	chr5	+	7789801	7793337	7793341	7802217	3	1.9496840028511169	5.169368526606268	0.016649425274628246	0.0004702059
chr1_-_41119519_41119523	putative_microexon_001509928	SCMH1	ENSG00000010803	chr1	-	41119524	41142877	41075452	41119519	4	1.434629777280839	9.312249803452076	0.01652873563580215	0.0006105173
chr10_+_115539322_115539336	putative_microexon_000571477	ATRNL1	ENSG00000107518	chr10	+	115519325	115539322	115539337	115549457	14	6.930635387718647	10.76634244171575	0.12749450610551452	0.0017390539
chr10_+_22364698_22364702	putative_microexon_000571716	SPAG6	ENSG00000077327	chr10	+	22345819	22364698	22364703	22364852	4	8.22591505232395	5.602142897211432	0.12743678216249735	0.010641511
chrX_-_53686165_53686191	putative_microexon_000028893	HUWE1	ENSG00000086758	chrX	-	53686192	53686269	53680187	53686165	26	1.7471229907484143	9.1577319256299	0.6500773198504155	0.053397134
chr7_-_103482830_103482834	putative_microexon_000029600	RELN	ENSG00000189056	chr7	-	103482835	103482872	103472909	103482830	4	8.133650448403733	5.131796103997186	0.6445114954385436	0.0030850996
chr8_+_32763727_32763747	putative_microexon_000031236	NRG1	ENSG00000157168	chr8	+	32760407	32763727	32763748	32854327	20	3.3711622796449925	9.801805753586658	0.6328085115640127	0.002248059
chr12_-_23722322_23722325	putative_microexon_000755272	SOX5	ENSG00000134532	chr12	-	23722326	23734683	23665565	23722322	3	4.282878167759382	5.7140609923016825	0.09001149428839764	0.0026512926
chr12_+_68612694_68612701	putative_microexon_000733829	RAP1B	ENSG00000127314	chr12	+	68611029	68612694	68612702	68659279	7	4.072690949454828	7.6482410441392625	0.09377142830552267	2.4625535e-05
chr1_+_74401833_74401838	putative_microexon_001905053	TNNI3K	ENSG00000116783	chr1	+	74370393	74401833	74401839	74436473	5	2.9826220570841584	5.383046623709159	0.4365172408910565	0.0028257752
chr22_-_38316656_38316664	putative_microexon_001930527	CSNK1E	ENSG00000213923	chr22	-	38316665	38336607	38314170	38316656	8	2.791420296630609	6.141689189703025	0.444335227900989	0.0018364203
chr7_-_96656440_96656456	putative_microexon_001257555	SEM1	ENSG00000127922	chr7	-	96656457	96709687	96506699	96656440	16	1.3953185069234424	8.066228573809568	0.031885869804840615	0.00014294097
chr8_-_118407831_118407836	putative_microexon_001776427	SAMD12	ENSG00000177570	chr8	-	118407837	118580714	118379701	118407831	5	6.915189569886655	7.797632219989796	0.00541954026718078	0.00016965566
chr10_-_47522695_47522719	putative_microexon_001776788	AGAP9	ENSG00000204172	chr10	-	47522720	47522865	47520568	47522695	24	7.539898811246607	10.858313101356437	0.005406250071852507	0.40469936
chr8_-_70242492_70242518	putative_microexon_001212458	NCOA2	ENSG00000140396	chr8	-	70242519	70296743	70216765	70242492	26	11.471016811152674	10.567103914447587	0.035386598230334784	0.017296601
chr10_+_97751922_97751926	putative_microexon_001166152	ZFYVE27	ENSG00000155256	chr10	+	97751463	97751922	97751927	97753037	4	8.460632334823941	6.493020541293271	0.0392643678170661	0.00030052525
chr4_+_147880883_147880886	putative_microexon_001169595	ARHGAP10	ENSG00000071205	chr4	+	147879339	147880883	147880887	147881837	3	0.8253302440092297	8.236195296327901	0.038971264229755546	0.0019807948
chr17_+_54918491_54918496	putative_microexon_001114624	TOM1L1	ENSG00000141198	chr17	+	54915863	54918491	54918497	54930072	5	0.9325236877085306	10.064665531230562	0.043890804681932315	0.00014784833
chr2_-_174946479_174946504	putative_microexon_000945775	CHN1	ENSG00000128656	chr2	-	174946505	175005205	174812483	174946479	25	5.330388062927144	9.064092334218765	0.06218652870479508	0.0032131458
chr1_+_237762893_237762911	putative_microexon_000074851	RYR2	ENSG00000198626	chr1	+	237761029	237762893	237762912	237770806	18	7.09136052721749	5.803994485594839	0.4584247317116317	0.23983711
chr3_-_47977956_47977959	putative_microexon_000075544	MAP4	ENSG00000047849	chr3	-	47977960	47998637	47977934	47977956	3	0.48749434019127674	6.191146036598756	0.4568505742059935	0.00056037604
chr5_-_77437313_77437335	putative_microexon_000075726	WDR41	ENSG00000164253	chr5	-	77437336	77438239	77436395	77437313	22	4.551080096967028	5.637925613643702	0.45638947349201003	0.0048713246
chr1_+_147268878_147268885	putative_microexon_000076624	CHD1L	ENSG00000131778	chr1	+	147242831	147268878	147268886	147275353	7	0.6623842131466484	7.229048371393455	0.45428571471611834	0.00026025713
chr6_+_129009913_129009923	putative_microexon_000123049	LAMA2	ENSG00000196569	chr6	+	128883358	129009913	129009924	129049917	10	8.092085638546196	8.68006700219329	0.3698932581569403	0.0017849188
chr12_-_112053703_112053707	putative_microexon_000100510	NAA25	ENSG00000111300	chr12	-	112053708	112054387	112053658	112053703	4	1.5979752560971003	8.065236294774634	0.405689655391007	0.06130254
chr1_-_113719875_113719896	putative_microexon_000100702	PHTF1	ENSG00000116793	chr1	-	113719897	113726417	113713439	113719875	21	4.749183124445957	8.591316470156618	0.40531746242885236	0.09155189
chr4_-_53542060_53542086	putative_microexon_000121281	LNX1	ENSG00000072201	chr4	-	53542087	53573622	53508228	53542060	26	5.618858499040741	8.829153191215111	0.3724587626098751	0.18988052
chrX_-_111302564_111302567	putative_microexon_000947499	DCX	ENSG00000077279	chrX	-	111302568	111312641	111301744	111302564	3	3.676097240545335	7.65635738324825	0.06197126457687125	0.0014250937
chr7_+_129649280_129649283	putative_microexon_001109199	NRF1	ENSG00000106459	chr7	+	129611825	129649280	129649284	129657345	3	1.8652207748845615	8.623184449984832	0.044396551981589746	0.00015619415
chr11_+_90171439_90171453	putative_microexon_001162467	NAALAD2	ENSG00000077616	chr11	+	90152485	90171439	90171454	90191557	14	0.42469856345140716	7.308951575758379	0.03957692318555009	0.000533449
chr1_+_46304044_46304049	putative_microexon_001164956	UQCRH	ENSG00000173660	chr1	+	46303821	46304044	46304050	46309100	5	1.9399674258924127	5.131796103997186	0.03936206900859894	0.0055607334
chr6_+_44223251_44223254	putative_microexon_001781201	SLC29A1	ENSG00000112759	chr6	+	44219783	44223251	44223255	44229389	3	0.02327381941951474	5.305119786429718	0.005241379330480664	0.001267268
chr8_+_28625057_28625060	putative_microexon_001263583	EXTL3	ENSG00000012232	chr8	+	28622811	28625057	28625061	28731222	3	6.457913240941675	7.19599346320882	0.03144252860929346	0.00019141269
chr14_+_77200780_77200783	putative_microexon_001903233	TMEM63C	ENSG00000165548	chr14	+	77105845	77200780	77200784	77218800	3	3.501608753809669	6.662371846732326	0.008816091973339903	0.00084227783
chr14_+_77199774_77199777	putative_microexon_001903238	TMEM63C	ENSG00000165548	chr14	+	77105845	77199774	77199778	77218800	3	5.720869687836213	6.344666750486235	0.016672413997571574	0.008480053
chr14_-_47224686_47224691	putative_microexon_000538004	MDGA2	ENSG00000139915	chr14	-	47224692	47301410	47218191	47224686	5	1.7177391032226188	5.992808629918385	0.13596551727179715	0.0015934798
chr18_-_3995623_3995626	putative_microexon_000484062	DLGAP1	ENSG00000170579	chr18	-	3995627	4005115	3880141	3995623	3	4.8058243644319925	5.1960212347068255	0.1509885054252956	0.0004381266
chr17_+_55317542_55317545	putative_microexon_000485282	HLF	ENSG00000108924	chr17	+	55315448	55317542	55317546	55320663	3	4.687891620751704	6.915201667172068	0.15061494187671348	0.001759297
chr9_+_127351371_127351375	putative_microexon_000485539	GARNL3	ENSG00000136895	chr9	+	127345478	127351371	127351376	127353845	4	1.2658514205746974	6.182340081149684	0.15054022959010654	0.004753634
chr10_-_103320992_103320997	putative_microexon_000475858	PCGF6	ENSG00000156374	chr10	-	103320998	103326533	103314273	103320992	5	2.2031234408668645	9.353542070558925	0.15340804563428478	0.00022082606
chr16_-_71461153_71461169	putative_microexon_001908005	ZNF23	ENSG00000167377	chr16	-	71461170	71462209	71456829	71461153	16	2.3353996670116333	8.102133261275453	0.15324456503984277	0.121301666
chr11_+_66657242_66657259	putative_microexon_001911222	RBM4	ENSG00000173933	chr11	+	66617058	66657242	66657260	66665855	17	1.6567526322970323	9.122299867076379	0.22112432474622856	0.00046241266
chr21_-_36822731_36822736	putative_microexon_001324464	HLCS	ENSG00000159267	chr21	-	36822737	36896859	36767286	36822731	5	3.615937200980792	7.303686551657603	0.027189655254204255	0.0036632752
chr14_+_88845594_88845597	putative_microexon_001325923	TTC8	ENSG00000165533	chr14	+	88824822	88845594	88845598	88870058	3	2.8864411175356075	8.297158577965487	0.02709195406066425	0.000304451
chr6_+_25471008_25471024	putative_microexon_001326069	CARMIL1	ENSG00000079691	chr6	+	25465949	25471008	25471025	25471168	16	7.902858356234793	8.267288652000852	0.02708152160124408	0.14697608
chr2_+_9343057_9343061	putative_microexon_001326186	ASAP2	ENSG00000151693	chr2	+	9335180	9343057	9343062	9344531	4	6.597087586443391	8.272031284837428	0.02707471267384445	0.0026590582
chr1_+_7828974_7828977	putative_microexon_001772611	PER3	ENSG00000049246	chr1	+	7827816	7828974	7828978	7829836	3	0.11622484819661213	9.04236249600223	0.005563218420874542	0.0003400589
chr1_+_149406580_149406588	putative_microexon_001880264	AC242842.3	ENSG00000286185	chr1	+	149390923	149406580	149406589	149430941	8	7.872449185583793	10.0978441336212	0.116806818777563	0.0001296584
chr1_-_148664099_148664107	putative_microexon_001880365	NBPF14	ENSG00000270629	chr1	-	148664108	148679461	148640090	148664099	8	7.872449185583793	10.0978441336212	0.17662500015616056	7.768827e-05
chr11_+_17337059_17337083	putative_microexon_001101531	NUCB2	ENSG00000070081	chr11	+	17330984	17337059	17337084	17337347	24	2.0541867482575893	6.991226153244384	0.04511979186342311	0.000315516
chr18_-_37298997_37299000	putative_microexon_001156006	CELF4	ENSG00000101489	chr18	-	37299001	37321832	37275241	37298997	3	7.124935207751404	5.609551745353361	0.04014367836155532	0.0013184883
chr2_+_134189351_134189354	putative_microexon_000955696	MGAT5	ENSG00000152127	chr2	+	134120292	134189351	134189355	134254261	3	3.4166535921817602	5.303103264468902	0.060959769614929354	0.00084326806
chr13_-_101173973_101173990	putative_microexon_001010326	NALCN	ENSG00000102452	chr13	-	101173991	101176299	101144897	101173973	17	8.954767863324571	8.755296331311895	0.05455135181042794	0.017460138
chr1_-_21735062_21735065	putative_microexon_001011607	USP48	ENSG00000090686	chr1	-	21735066	21736445	21729830	21735062	3	0.999340758499056	7.822941665554013	0.05440804600279414	0.0031718581
chr5_-_65282759_65282763	putative_microexon_000102423	ADAMTS6	ENSG00000049192	chr5	-	65282764	65291328	65273444	65282759	4	0.503475003677436	8.04270206507239	0.4023333335156156	0.00010485607
chr20_-_18417070_18417088	putative_microexon_000104087	DZANK1	ENSG00000089091	chr20	-	18417089	18427066	18414513	18417070	18	7.294096844503014	7.825939338378172	0.3993763438937935	0.019909022
chr22_-_43740857_43740860	putative_microexon_000126563	EFCAB6	ENSG00000186976	chr22	-	43740861	43755765	43735994	43740857	3	5.045481409540301	8.394912539714692	0.36501149358776475	0.0005476212
chr7_+_7658947_7658951	putative_microexon_000127555	UMAD1	ENSG00000219545	chr7	+	7640822	7658947	7658952	7673321	4	1.2985284430684123	5.854374167161792	0.3636781618864832	0.00017897607
chr3_-_55988550_55988553	putative_microexon_000128370	ERC2	ENSG00000187672	chr3	-	55988554	55992056	55950561	55988550	3	5.530750076377798	5.568733830631795	0.3625919553029736	0.0015980015
chr4_+_153230841_153230844	putative_microexon_000107062	TRIM2	ENSG00000109654	chr4	+	153152613	153230841	153230845	153275892	3	2.657879101568383	8.626404483304944	0.3943045964362849	0.00027022525
chr15_-_62040882_62040908	putative_microexon_000107870	VPS13C	ENSG00000129003	chr15	-	62040909	62041323	62035053	62040882	26	4.465876734272236	10.47145373488726	0.3930412382025454	0.16750188
chr1_-_41133799_41133803	putative_microexon_000109891	SCMH1	ENSG00000010803	chr1	-	41133804	41142877	41075452	41133799	4	0.4751615655405018	5.854374167161792	0.3896839081084934	0.00044310503
chr14_-_81506907_81506910	putative_microexon_000951817	SEL1L	ENSG00000071537	chr14	-	81506911	81526732	81506179	81506907	3	8.041945189713386	9.065916673134454	0.06143678172528958	0.00013834679
chr19_+_44169333_44169338	putative_microexon_001104780	ZNF226	ENSG00000167380	chr19	+	44165808	44169333	44169339	44170039	5	0.717786058452827	7.3670998856788374	0.044816091541607664	0.00018286286
chr7_+_64923365_64923385	putative_microexon_001104925	AC092161.1	ENSG00000198039	chr7	+	64918293	64923365	64923386	64927653	20	7.722852061746636	5.5904099433560175	0.044803191393742614	0.0010038811
chr2_-_151808641_151808645	putative_microexon_001879699	ARL5A	ENSG00000162980	chr2	-	151808646	151812356	151806973	151808641	4	7.4531199228421485	5.560187854702757	0.05393678175242639	0.00027163487
chr10_-_385649_385656	putative_microexon_001743607	DIP2C	ENSG00000151240	chr10	-	385657	387744	384640	385649	7	2.3946799883364913	7.636607825831152	0.006651428612614317	0.001168694
chr2_-_190220466_190220480	putative_microexon_001320292	HIBCH	ENSG00000198130	chr2	-	190220481	190244886	190213076	190220466	14	6.626698618159381	6.999061388843799	0.02745604378127769	0.2550612
chr11_-_30482119_30482122	putative_microexon_001320422	MPPED2	ENSG00000066382	chr11	-	30482123	30495295	30417634	30482119	3	6.358495865989319	10.238510699199464	0.027448275927373946	0.04892045
chr17_-_63723007_63723011	putative_microexon_001913566	AC046185.1	ENSG00000125695	chr17	-	63723012	63728357	63713528	63723007	4	0.047165848021835065	9.72159298629212	0.1433275864030042	0.0025700612
chr19_+_58271749_58271776	putative_microexon_001915258	ZNF544	ENSG00000198131	chr19	+	58246391	58271749	58271777	58285716	27	9.341943786320702	9.845645332491873	0.1183641022310043	0.05928995
chr21_-_33593399_33593404	putative_microexon_001936254	DONSON	ENSG00000159147	chr21	-	33593405	33907340	33586061	33593399	5	6.51509593338346	6.344666750486235	0.09416091917470719	0.0004041111
chr6_+_31757397_31757421	putative_microexon_001937793	MSH5	ENSG00000204410	chr6	+	31753630	31757397	31757422	31758164	24	0.013581436863789233	5.28590243682208	0.04532812505203765	0.0004043493
chr1_-_201363222_201363225	putative_microexon_000425639	TNNT2	ENSG00000118194	chr1	-	201363226	201367777	201362000	201363222	3	2.704578513555358	6.88708006967824	0.16959195389297266	0.0006482071
chr11_+_70138620_70138623	putative_microexon_000472502	ANO1	ENSG00000131620	chr11	+	70132080	70138620	70138624	70149709	3	4.981109286180602	8.394912539714692	0.15441379329221772	0.0009965977
chr6_-_166337647_166337650	putative_microexon_000526521	SFT2D1	ENSG00000198818	chr6	-	166337651	166342418	166330248	166337647	3	2.9239329872196635	8.542121640499367	0.13895977054851066	0.011331017
chr19_+_36626001_36626004	putative_microexon_000489173	ZNF382	ENSG00000161298	chr19	+	36610743	36626001	36626005	36626132	3	0.8891420583606078	8.8784602172727	0.14944252937272107	0.00047371365
chr7_-_108154858_108154861	putative_microexon_000489950	NRCAM	ENSG00000091129	chr7	-	108154862	108159462	108150148	108154858	3	0.668359973073154	7.6352338109199405	0.14920689651258182	0.001195708
chr19_-_11483859_11483870	putative_microexon_001952125	ZNF653	ENSG00000161914	chr19	-	11483871	11495949	11466828	11483859	11	0.9334659857583315	7.747283338118329	0.5461396655482734	0.0013124188
chr12_+_6908894_6908897	putative_microexon_001954616	LRRC23	ENSG00000010626	chr12	+	6906663	6908894	6908898	6914532	3	0.1480517912406296	5.065682836949331	0.05701149437822744	0.00036364223
chr10_+_94846137_94846161	putative_microexon_001896866	CYP2C19	ENSG00000165841	chr10	+	94843025	94846137	94846162	94849916	24	6.6524877266032565	8.788941112701458	0.00804166673636549	0.07506469
chr8_-_94418655_94418678	putative_microexon_001897353	RAD54B	ENSG00000197275	chr8	-	94418679	94467404	94411316	94418655	23	0.007387926095083315	8.941207651876503	0.11329842946024037	0.004609933
chr7_-_92222660_92222680	putative_microexon_001898002	KRIT1	ENSG00000001631	chr7	-	92222681	92222821	92222054	92222660	20	4.5568844750395785	10.858313101356437	0.3039787232503047	0.36901495
chr4_+_88662589_88662592	putative_microexon_001899173	HERC3	ENSG00000138641	chr4	+	88662556	88662589	88662593	88664152	3	2.2770250272362866	6.933157853562895	0.5342873585625851	0.005124293
chr2_+_117815765_117815786	putative_microexon_001838728	DDX18	ENSG00000088205	chr2	+	117814863	117815765	117815787	117817443	21	8.54782208421175	8.923769555617659	0.0029153439417116777	0.049056116
chr4_+_91022032_91022054	putative_microexon_001306790	CCSER1	ENSG00000184305	chr4	+	90923448	91022032	91022055	91085949	22	10.953479793038966	8.022881776791067	0.028378947380023372	0.0033124038
chr1_+_46304175_46304180	putative_microexon_001144402	UQCRH	ENSG00000173660	chr1	+	46303821	46304175	46304181	46309100	5	2.7807566298409627	6.253254531000065	0.04117816097662388	0.0024481018
chr10_-_106718761_106718765	putative_microexon_000989291	SORCS1	ENSG00000108018	chr10	-	106718766	106730049	106709342	106718761	4	0.1626360004196475	7.404267569937504	0.05697126489336035	9.87566e-05
chr19_+_47205103_47205129	putative_microexon_000991346	SAE1	ENSG00000142230	chr19	+	47169924	47205103	47205130	47209158	26	8.516024429371855	9.351315970765006	0.056726804188543874	0.0333099
chr6_-_117578126_117578129	putative_microexon_000970809	GOPC	ENSG00000047932	chr6	-	117578130	117578899	117575353	117578126	3	1.0395124237283473	5.06167770083037	0.05912069009815011	0.0062618414
chr5_-_43556439_43556466	putative_microexon_000141614	PAIP1	ENSG00000172239	chr5	-	43556467	43557700	43547914	43556439	27	2.6712785535789294	6.908242917832471	0.3456410269366386	0.0006106826
chr3_+_56597321_56597325	putative_microexon_000144273	CCDC66	ENSG00000180376	chr3	+	56594029	56597321	56597326	56613610	4	3.726965478999598	6.1273855050954875	0.3423965520221451	0.0012697967
chr1_-_92713996_92714022	putative_microexon_000087982	EVI5	ENSG00000067208	chr1	-	92714023	92736397	92704745	92713996	26	2.065585939120868	11.078494497844932	0.42947422669175533	0.34079796
chr14_+_61032886_61032895	putative_microexon_000088164	SLC38A6	ENSG00000139974	chr14	+	61030524	61032886	61032896	61037624	9	2.0523465869936617	9.368761736621076	0.4290903951607034	0.0032995027
chr21_-_26476821_26476824	putative_microexon_001117445	CYYR1	ENSG00000166265	chr21	-	26476825	26480271	26468632	26476821	3	5.293855339856789	5.630566612446825	0.04362643706938787	0.00374957
chr19_+_51702816_51702819	putative_microexon_001730982	SPACA6	ENSG00000182310	chr19	+	51702653	51702816	51702820	51703020	3	5.181102395515047	6.637252214849824	0.007114942599055839	0.0030883835
chr4_+_153209826_153209831	putative_microexon_001731605	TRIM2	ENSG00000109654	chr4	+	153152613	153209826	153209832	153275892	5	0.9388941147780862	11.013448855939625	0.00709195402531146	0.00042289996
chr10_-_13448630_13448633	putative_microexon_001788492	BEND7	ENSG00000165626	chr10	-	13448634	13452538	13447317	13448630	3	4.183246143998187	7.162404192957773	0.004971264367762567	0.0005299301
chr3_-_101485281_101485284	putative_microexon_001894254	SENP7	ENSG00000138468	chr3	-	101485285	101493872	101459053	101485281	3	4.0111411704703075	5.565347503530755	nan	0.0023116672
chr16_+_57251634_57251638	putative_microexon_000492248	ARL2BP	ENSG00000102931	chr16	+	57250508	57251634	57251639	57252241	4	0.6850442530369746	6.7493049962430405	0.14853448279659617	0.0004005311
chr17_-_41775410_41775413	putative_microexon_000493269	JUP	ENSG00000173801	chr17	-	41775414	41786797	41771863	41775410	3	7.245713231741688	9.312249803452076	0.14823563141419135	0.0024833172
chr9_-_32560187_32560191	putative_microexon_000468404	NDUFB6	ENSG00000165264	chr9	-	32560192	32572880	32553945	32560187	4	1.8100404888403392	6.934579156800192	0.1556896560480176	0.00030188783
chr6_+_75891090_75891095	putative_microexon_000470492	MYO6	ENSG00000196586	chr6	+	75890266	75891090	75891096	75891227	5	1.1686140436314265	6.308680044330849	0.15503448273467393	0.00021054753
chr9_+_65705258_65705262	putative_microexon_000501036	CBWD5	ENSG00000147996	chr9	+	65698562	65705258	65705263	65720040	4	9.519483995395733	8.623184449984832	0.14598275917038941	0.0002538353
chr1_-_155819686_155819690	putative_microexon_000502132	GON4L	ENSG00000116580	chr1	-	155819691	155820605	155816263	155819686	4	1.3511594551161246	8.552621205738664	0.14567241361552058	9.88528e-05
chr2_-_97531515_97531537	putative_microexon_000523997	ANKRD36B	ENSG00000196912	chr2	-	97531538	97532310	97523468	97531515	22	8.709623158626904	8.022881776791067	0.13963157924590633	0.0034478747
chr17_-_30792179_30792185	putative_microexon_000525763	CRLF3	ENSG00000176390	chr17	-	30792186	30792439	30786032	30792179	6	1.2796257147554508	11.078494497844932	0.1391551721367407	0.058346428
chr9_-_128844822_128844836	putative_microexon_001886578	KYAT1	ENSG00000171097	chr9	-	128844837	128845352	128842802	128844822	14	4.9850059766266295	5.753058258572002	0.02022527480129521	0.00088873296
chr10_-_122851229_122851249	putative_microexon_001887793	FAM24B	ENSG00000213185	chr10	-	122851250	122855644	122846221	122851229	20	3.5926720783380217	10.35525568625107	0.15264893519788722	0.09877008
chr3_+_38004499_38004507	putative_microexon_001276871	VILL	ENSG00000136059	chr3	+	38004400	38004499	38004508	38005791	8	9.95588993575122	8.731178572586156	0.030482954596994783	0.006663775
chr5_+_138443566_138443586	putative_microexon_001278049	REEP2	ENSG00000132563	chr5	+	138441089	138443566	138443587	138444414	20	3.8399525454371264	5.5904099433560175	0.030398936301316234	0.0007513515
chr5_-_7834691_7834697	putative_microexon_001794021	C5orf49	ENSG00000215217	chr5	-	7834698	7835381	7832024	7834691	6	0.1020482236648949	8.04270206507239	0.004764367851707014	0.0014485084
chr4_+_76543120_76543123	putative_microexon_001797579	SHROOM3	ENSG00000138771	chr4	+	76436221	76543120	76543124	76555608	3	5.722748578148834	8.102133261275453	0.004626436829406382	0.00024748547
chr1_+_186969566_186969581	putative_microexon_001149719	PLA2G4A	ENSG00000116711	chr1	+	186965594	186969566	186969582	186977592	15	6.916822264144337	5.312761437679381	0.04070491814550745	0.046442464
chr10_+_22355295_22355299	putative_microexon_001123910	SPAG6	ENSG00000077327	chr10	+	22345819	22355295	22355300	22364852	4	4.69041434549875	7.6295624967620785	0.04303448295271581	0.00010908305
chr6_-_96807618_96807623	putative_microexon_000134572	GPR63	ENSG00000112218	chr6	-	96807624	96837267	96799882	96807618	5	2.0059957111394087	5.411390561438462	0.35439080452337735	0.0040972163
chr17_-_46152966_46152969	putative_microexon_001097515	KANSL1	ENSG00000120071	chr17	-	46152970	46223670	46094702	46152966	3	3.703340661752885	7.330510162596465	0.045505747015737855	0.0012884855
chr1_-_180287472_180287476	putative_microexon_000984353	ACBD6	ENSG00000230124	chr1	-	180287477	180288269	180281387	180287472	4	3.3306814812286833	5.377704878621216	0.05754597739841061	0.00063768664
chr8_+_17083986_17083990	putative_microexon_001094532	MICU3	ENSG00000155970	chr8	+	17081741	17083986	17083991	17085235	4	3.0778651577529708	6.061321574261413	0.04579885046723053	0.00014029766
chr4_+_41687917_41687926	putative_microexon_000082579	LIMCH1	ENSG00000064042	chr4	+	41685831	41687917	41687927	41689526	9	3.7381881922770757	5.662901499724075	0.44087005613666386	0.0006302975
chr19_+_57776669_57776674	putative_microexon_000084124	ZNF586	ENSG00000083828	chr19	+	57769879	57776669	57776675	57819567	5	1.2229592315725093	7.461590445554773	0.4374425297966976	0.0013946719
chr8_+_103684125_103684129	putative_microexon_000140678	RIMS2	ENSG00000176406	chr8	+	103501063	103684125	103684130	103697085	4	6.172684941520462	6.51425660062021	0.34671264438188754	7.724667e-05
chr2_+_9990773_9990783	putative_microexon_000140813	GRHL1	ENSG00000134317	chr2	+	9990748	9990773	9990784	9992006	10	1.4650430425847323	7.524843712964709	0.34657865207971944	0.0005313529
chr22_+_30821391_30821394	putative_microexon_001127394	OSBP2	ENSG00000184792	chr22	+	30741370	30821391	30821395	30870428	3	0.6585095463188879	5.4646652333383345	0.04271264406705232	0.0012160712
chr21_-_36787760_36787765	putative_microexon_001791764	HLCS	ENSG00000159267	chr21	-	36787766	36896859	36767286	36787760	5	0.8757679366857053	5.250695549074314	0.004850574743655649	0.004308604
chr5_-_158817997_158818000	putative_microexon_001792708	EBF1	ENSG00000164330	chr5	-	158818001	158823199	158796476	158817997	3	4.852634779172702	5.8845413877158705	0.004816091996109134	0.00033840115
chr8_-_107305823_107305826	putative_microexon_001735363	ANGPT1	ENSG00000154188	chr8	-	107305827	107321898	107303368	107305823	3	1.7805543316586212	10.47145373488726	0.006954023038470668	0.0007011824
chr14_+_37219871_37219874	putative_microexon_001737908	MIPOL1	ENSG00000151338	chr14	+	37198105	37219871	37219875	37247102	3	2.056830092440844	8.779843135135424	0.006862069041891045	0.0014996956
